clientId,flancerId,rating,projectSkills,projectType
CL965,FL5939,2,"['content-marketing', 'mechanical-engineering', 'logo-design']",Designing RESTful APIs and microservices for SaaS solutions.
CL227,FL9529,1,"['crm-support', 'calendar-management', 'branding', 'devops', 'localization']",Building a secure mobile banking app for Android and iOS.
CL1532,FL9518,4,"['deep-learning', 'bim', 'payroll', 'autocad']",Building a secure mobile banking app for Android and iOS.
CL1205,FL4729,1,"['tax-preparation', 'email-marketing', 'editing']",Migrating legacy systems to AWS cloud infrastructure.
CL476,FL754,5,"['payroll', 'resume-writing', 'sql']",Building a secure mobile banking app for Android and iOS.
CL1678,FL4351,5,"['content-marketing', 'seo', 'c#', 'lead-generation', 'azure']",Implementing CI/CD pipelines for enterprise web applications.
CL225,FL4784,5,"['smm', 'content-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL801,FL9432,3,"['lead-generation', 'spark', 'html', 'css']",Designing RESTful APIs and microservices for SaaS solutions.
CL1897,FL5219,4,"['content-marketing', 'mechanical-engineering', 'chatbot']",Designing RESTful APIs and microservices for SaaS solutions.
CL1861,FL3841,3,"['proofreading', 'bim', 'payroll']",Building a secure mobile banking app for Android and iOS.
CL1404,FL9000,5,"['solidworks', 'sql']",Designing RESTful APIs and microservices for SaaS solutions.
CL232,FL455,2,"['python', 'video-editing', 'angular']",Migrating legacy systems to AWS cloud infrastructure.
CL1561,FL5637,2,"['gcp', 'azure', 'financial-analysis']",Migrating legacy systems to AWS cloud infrastructure.
CL1441,FL5238,1,"['deep-learning', 'nosql', 'llm', 'python']",Implementing CI/CD pipelines for enterprise web applications.
CL763,FL6559,3,"['bookkeeping', 'angular', 'data-annotation', 'video-editing']",Building a secure mobile banking app for Android and iOS.
CL996,FL4614,1,"['php', 'pytorch', 'data-entry']",Offering bilingual customer support via live chat and phone.
CL1887,FL2194,3,"['smm', 'llm', 'rust', 'linux']",Migrating legacy systems to AWS cloud infrastructure.
CL1196,FL1819,1,"['prompt-engineering', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.
CL1414,FL7459,5,"['devops', 'creative-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL1158,FL287,1,"['go', 'localization', 'solidworks', 'keras']",Implementing CI/CD pipelines for enterprise web applications.
CL2,FL2596,5,"['3d-modeling', 'sql', 'photoshop']",Building a secure mobile banking app for Android and iOS.
CL578,FL3309,2,"['css', 'storyboarding', 'azure', 'grant-writing', 'seo']",Migrating legacy systems to AWS cloud infrastructure.
CL341,FL646,3,"['technical-writing', 'devops', 'data-entry', 'photoshop']",Implementing CI/CD pipelines for enterprise web applications.
CL562,FL9297,5,"['market-research', 'swift', 'branding', 'machine-learning', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.
CL645,FL3803,5,"['copywriting', '3d-rendering', 'deep-learning', 'photoshop']",Developing a scalable e-commerce platform with integrated payment gateways.
CL333,FL7034,2,"['nlp', 'bash']",Creating a generative AI-powered chatbot for customer support.
CL709,FL9743,2,"['grant-writing', 'civil-engineering', 'solidworks', 'python']",Designing RESTful APIs and microservices for SaaS solutions.
CL1232,FL136,2,"['civil-engineering', 'market-research']",Implementing CI/CD pipelines for enterprise web applications.
CL1040,FL1541,1,"['adobe-xd', 'nosql', 'ruby', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.
CL421,FL8575,5,"['blog-writing', 'quickbooks', 'animation']",Implementing CI/CD pipelines for enterprise web applications.
CL1660,FL59,3,"['creative-writing', 'indesign', 'localization', 'nosql', 'calendar-management']",Migrating legacy systems to AWS cloud infrastructure.
CL815,FL4733,5,"['ppc', 'c#']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1324,FL9249,3,"['animation', 'storyboarding']",Migrating legacy systems to AWS cloud infrastructure.
CL1367,FL9639,3,"['grant-writing', 'autocad', 'gcp', 'django', 'javascript']",Building a secure mobile banking app for Android and iOS.
CL1607,FL2145,1,"['php', 'angular', 'virtual-assistant', 'go']",Developing a scalable e-commerce platform with integrated payment gateways.
CL497,FL9663,1,"['3d-modeling', 'order-processing', 'mechanical-engineering', 'python', 'financial-analysis']",Building a secure mobile banking app for Android and iOS.
CL37,FL2509,1,"['technical-writing', 'nosql']",Building a secure mobile banking app for Android and iOS.
CL995,FL8824,4,"['keras', 'content-marketing', 'tax-preparation', 'devops']",Developing a scalable e-commerce platform with integrated payment gateways.
CL990,FL8939,5,"['data-annotation', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL1075,FL7010,1,"['indesign', 'storyboarding', 'bim', 'c#', 'adobe-xd']",Building a secure mobile banking app for Android and iOS.
CL743,FL600,3,"['php', 'autocad', 'llm']",Building a secure mobile banking app for Android and iOS.
CL440,FL4721,4,"['typescript', 'php', 'machine-learning']",Migrating legacy systems to AWS cloud infrastructure.
CL1980,FL1167,3,"['chatbot', '3d-rendering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1738,FL2828,3,"['seo', 'nosql', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1003,FL4455,3,"['machine-learning', 'javascript', 'node', 'typescript', 'django']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1700,FL6275,3,"['flask', 'lead-generation', 'docker']",Implementing CI/CD pipelines for enterprise web applications.
CL1761,FL6777,1,"['machine-learning', 'react', 'ui-ux', 'translation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1500,FL3013,4,"['proofreading', 'speech-recognition', 'chatbot']",Designing RESTful APIs and microservices for SaaS solutions.
CL599,FL4598,4,"['video-editing', 'nosql', 'market-research']",Implementing CI/CD pipelines for enterprise web applications.
CL353,FL3659,3,"['rust', 'django', 'calendar-management']",Designing RESTful APIs and microservices for SaaS solutions.
CL1462,FL5851,2,"['machine-learning', '3d-modeling']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1223,FL1709,2,"['bash', 'deep-learning', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.
CL893,FL3564,1,"['translation', 'ocr', 'ppc']",Building a secure mobile banking app for Android and iOS.
CL710,FL8752,5,"['autocad', 'civil-engineering', 'data-entry']",Developing a scalable e-commerce platform with integrated payment gateways.
CL175,FL4772,5,"['bookkeeping', 'tensorflow', 'translation', 'docker', 'spark']",Implementing CI/CD pipelines for enterprise web applications.
CL404,FL260,2,"['etl', 'virtual-assistant', 'blog-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL456,FL9467,3,"['ppc', 'seo', 'animation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL284,FL1069,1,"['smm', 'devops']",Implementing CI/CD pipelines for enterprise web applications.
CL1105,FL1864,2,"['nosql', 'excel', 'data-annotation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1076,FL6804,2,"['linux', 'calendar-management']",Designing RESTful APIs and microservices for SaaS solutions.
CL341,FL1559,3,"['bim', 'logo-design', 'prompt-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1934,FL5865,1,"['ppc', 'rust']",Migrating legacy systems to AWS cloud infrastructure.
CL908,FL2988,1,"['email-marketing', 'resume-writing', 'linux', 'etl']",Building a secure mobile banking app for Android and iOS.
CL1207,FL8092,4,"['3d-modeling', 'solidworks']",Designing RESTful APIs and microservices for SaaS solutions.
CL240,FL8831,1,"['speech-recognition', 'c++']",Building a secure mobile banking app for Android and iOS.
CL171,FL1631,2,"['animation', 'excel', 'photoshop', 'lead-generation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1486,FL3671,2,"['seo', 'video-editing']",Building a secure mobile banking app for Android and iOS.
CL1855,FL5780,4,"['proofreading', 'prompt-engineering', 'docker', 'translation', 'payroll']",Designing RESTful APIs and microservices for SaaS solutions.
CL1643,FL1508,2,"['data-entry', 'bim', 'tax-preparation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1143,FL4185,1,"['resume-writing', 'bash', 'grant-writing', 'mechanical-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1230,FL4099,1,"['prompt-engineering', 'azure']",Developing a scalable e-commerce platform with integrated payment gateways.
CL621,FL3241,4,"['sql', 'market-research', 'nosql', 'tensorflow']",Developing a scalable e-commerce platform with integrated payment gateways.
CL132,FL1428,5,"['machine-learning', 'azure', 'customer-support', 'revit']",Developing a scalable e-commerce platform with integrated payment gateways.
CL134,FL1484,4,"['solidworks', 'kubernetes', 'ppc', 'linux', 'node']",Migrating legacy systems to AWS cloud infrastructure.
CL1258,FL4736,2,"['excel', 'llm']",Designing RESTful APIs and microservices for SaaS solutions.
CL1399,FL9811,5,"['llm', 'nosql', 'tax-preparation']",Migrating legacy systems to AWS cloud infrastructure.
CL1743,FL5258,2,"['tax-preparation', 'llm', 'javascript', 'seo', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1882,FL239,5,"['rust', 'technical-writing', 'figma', 'ui-ux']",Implementing CI/CD pipelines for enterprise web applications.
CL1132,FL8311,3,"['branding', 'lead-generation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL923,FL3668,4,"['flask', 'quickbooks']",Implementing CI/CD pipelines for enterprise web applications.
CL1728,FL4120,4,"['branding', 'bim', 'figma', 'go']",Implementing CI/CD pipelines for enterprise web applications.
CL147,FL6952,2,"['logo-design', 'prompt-engineering', 'translation', 'proofreading', 'email-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL43,FL8784,5,"['3d-rendering', 'data-annotation', 'editing']",Implementing CI/CD pipelines for enterprise web applications.
CL295,FL6835,5,"['smm', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.
CL44,FL3387,4,"['data-annotation', 'ocr', 'proofreading']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1239,FL723,2,"['chatbot', 'crm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL534,FL1457,3,"['quickbooks', 'kubernetes', 'docker']",Implementing CI/CD pipelines for enterprise web applications.
CL1977,FL1586,3,"['etl', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL486,FL4044,4,"['affiliate-marketing', 'swift', 'ui-ux', 'proofreading']",Designing RESTful APIs and microservices for SaaS solutions.
CL817,FL338,2,"['data-annotation', 'ruby', 'prompt-engineering', 'php', 'java']",Migrating legacy systems to AWS cloud infrastructure.
CL1095,FL5129,1,"['pytorch', 'rust', 'css']",Migrating legacy systems to AWS cloud infrastructure.
CL654,FL7881,4,"['virtual-assistant', 'order-processing', 'quickbooks']",Building a secure mobile banking app for Android and iOS.
CL965,FL2630,5,"['data-annotation', 'typescript']",Implementing CI/CD pipelines for enterprise web applications.
CL1265,FL4736,2,"['angular', 'c++', 'pytorch', 'localization', 'excel']",Designing RESTful APIs and microservices for SaaS solutions.
CL214,FL7952,1,"['deep-learning', 'bim', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1641,FL265,5,"['excel', 'rust', 'node']",Designing RESTful APIs and microservices for SaaS solutions.
CL1749,FL7372,4,"['chatbot', 'sql']",Migrating legacy systems to AWS cloud infrastructure.
CL289,FL5094,4,"['content-marketing', 'html', 'bookkeeping']",Building a secure mobile banking app for Android and iOS.
CL1934,FL1886,4,"['devops', 'blog-writing', 'calendar-management', 'rust']",Migrating legacy systems to AWS cloud infrastructure.
CL1366,FL5987,4,"['nlp', 'mechanical-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL1059,FL9927,3,"['aws', 'proofreading']",Designing RESTful APIs and microservices for SaaS solutions.
CL1504,FL4906,4,"['excel', 'crm-support', 'docker', 'ocr', 'java']",Migrating legacy systems to AWS cloud infrastructure.
CL1350,FL3786,3,"['indesign', 'c++', 'calendar-management', 'swift']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1684,FL1540,2,"['translation', 'pytorch', 'calendar-management', 'c#', 'c++']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1936,FL1772,2,"['aws', 'affiliate-marketing', 'tensorflow', 'resume-writing', 'animation']",Implementing CI/CD pipelines for enterprise web applications.
CL1659,FL2118,5,"['php', 'autocad']",Migrating legacy systems to AWS cloud infrastructure.
CL329,FL9262,4,"['devops', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL41,FL7190,1,"['go', 'photoshop', 'live-chat-support', 'excel']",Building a secure mobile banking app for Android and iOS.
CL509,FL501,3,"['php', 'html', 'flask', 'seo']",Implementing CI/CD pipelines for enterprise web applications.
CL1870,FL9765,3,"['financial-analysis', 'revit', 'cv', 'sql']",Implementing CI/CD pipelines for enterprise web applications.
CL1979,FL7624,5,"['market-research', 'deep-learning']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1055,FL5918,1,"['market-research', 'data-entry', 'react']",Migrating legacy systems to AWS cloud infrastructure.
CL294,FL5372,2,"['gcp', 'illustrator', 'python']",Developing a scalable e-commerce platform with integrated payment gateways.
CL829,FL5955,4,"['content-marketing', 'node']",Migrating legacy systems to AWS cloud infrastructure.
CL1173,FL612,2,"['live-chat-support', 'editing', 'llm', 'ruby', 'market-research']",Building a secure mobile banking app for Android and iOS.
CL753,FL7452,4,"['speech-recognition', 'php']",Developing a scalable e-commerce platform with integrated payment gateways.
CL502,FL1338,2,"['crm', 'bim', 'bookkeeping', 'translation']",Implementing CI/CD pipelines for enterprise web applications.
CL245,FL4984,5,"['email-marketing', 'swift']",Building a secure mobile banking app for Android and iOS.
CL161,FL468,4,"['resume-writing', 'blog-writing', 'keras']",Implementing CI/CD pipelines for enterprise web applications.
CL146,FL6385,4,"['3d-rendering', 'nlp']",Designing RESTful APIs and microservices for SaaS solutions.
CL871,FL8051,4,"['civil-engineering', 'bash', 'flask', 'illustrator']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1709,FL2927,4,"['illustrator', 'javascript']",Implementing CI/CD pipelines for enterprise web applications.
CL159,FL5140,5,"['c++', 'azure', 'market-research', 'etl']",Migrating legacy systems to AWS cloud infrastructure.
CL544,FL327,5,"['rust', 'copywriting', '3d-modeling']",Designing RESTful APIs and microservices for SaaS solutions.
CL327,FL8049,3,"['indesign', 'spark', 'crm-support', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL629,FL2574,3,"['bash', 'flask', '3d-rendering', 'storyboarding']",Migrating legacy systems to AWS cloud infrastructure.
CL1216,FL6672,4,"['animation', 'virtual-assistant']",Designing RESTful APIs and microservices for SaaS solutions.
CL927,FL25,3,"['autocad', '3d-rendering', 'typescript', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1004,FL2694,5,"['ui-ux', 'revit']",Designing RESTful APIs and microservices for SaaS solutions.
CL141,FL1420,4,"['java', 'nosql', 'prompt-engineering', 'flask', 'tax-preparation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1970,FL6491,1,"['order-processing', 'angular', 'lead-generation', 'adobe-xd']",Migrating legacy systems to AWS cloud infrastructure.
CL217,FL3839,5,"['swift', 'tax-preparation', 'video-editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1248,FL2075,4,"['translation', 'live-chat-support', 'video-editing']",Implementing CI/CD pipelines for enterprise web applications.
CL185,FL6553,4,"['react', 'illustrator', 'django']",Designing RESTful APIs and microservices for SaaS solutions.
CL90,FL8279,2,"['bookkeeping', 'ocr', 'kubernetes']",Developing a scalable e-commerce platform with integrated payment gateways.
CL535,FL9763,4,"['bim', 'figma', 'sql']",Building a secure mobile banking app for Android and iOS.
CL218,FL919,2,"['customer-support', 'crm-support', 'content-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1775,FL9694,4,"['prompt-engineering', 'angular']",Implementing CI/CD pipelines for enterprise web applications.
CL1086,FL8151,3,"['swift', 'grant-writing', 'video-editing', 'chatbot']",Building a secure mobile banking app for Android and iOS.
CL1110,FL2321,5,"['html', 'seo']",Building a secure mobile banking app for Android and iOS.
CL172,FL6455,4,"['order-processing', 'html', 'solidworks']",Developing a scalable e-commerce platform with integrated payment gateways.
CL397,FL8332,1,"['grant-writing', 'localization', 'logo-design']",Implementing CI/CD pipelines for enterprise web applications.
CL327,FL9864,3,"['photoshop', 'typescript', 'php']",Developing a scalable e-commerce platform with integrated payment gateways.
CL154,FL9485,2,"['technical-writing', 'copywriting', 'quickbooks', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL1962,FL5959,4,"['aws', 'editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1077,FL1801,5,"['nosql', 'order-processing']",Migrating legacy systems to AWS cloud infrastructure.
CL925,FL243,1,"['branding', 'copywriting', 'aws', '3d-modeling', 'seo']",Implementing CI/CD pipelines for enterprise web applications.
CL442,FL6616,4,"['linux', 'adobe-xd']",Building a secure mobile banking app for Android and iOS.
CL846,FL4836,4,"['ui-ux', 'creative-writing', 'seo']",Developing lead generation strategies using CRM tools.
CL1148,FL9137,2,"['docker', 'gcp', 'swift', 'branding', 'sql']",Migrating legacy systems to AWS cloud infrastructure.
CL347,FL4367,3,"['javascript', 'deep-learning', 'logo-design', 'customer-support']",Building a secure mobile banking app for Android and iOS.
CL556,FL3048,4,"['calendar-management', 'creative-writing', 'spark', 'machine-learning', 'react']",Designing RESTful APIs and microservices for SaaS solutions.
CL87,FL3545,5,"['civil-engineering', 'bookkeeping']",Building a secure mobile banking app for Android and iOS.
CL190,FL3022,3,"['video-editing', 'bash', 'python', 'c++', 'autocad']",Implementing CI/CD pipelines for enterprise web applications.
CL635,FL2794,2,"['bim', 'ruby', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.
CL558,FL3969,2,"['tensorflow', 'live-chat-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1198,FL9205,2,"['3d-modeling', 'sql', 'data-annotation', '3d-rendering']",Building a secure mobile banking app for Android and iOS.
CL102,FL448,1,"['rust', 'python', 'keras', 'adobe-xd', 'java']",Developing a scalable e-commerce platform with integrated payment gateways.
CL780,FL8958,5,"['linux', 'indesign', 'bash']",Designing RESTful APIs and microservices for SaaS solutions.
CL1300,FL4525,3,"['docker', 'editing', 'storyboarding', 'civil-engineering', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.
CL406,FL3204,3,"['ppc', 'nlp', 'gcp']",Migrating legacy systems to AWS cloud infrastructure.
CL1244,FL856,5,"['data-annotation', 'chatbot']",Designing RESTful APIs and microservices for SaaS solutions.
CL616,FL1425,3,"['rust', 'translation', 'bim', 'azure']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1399,FL1307,3,"['spark', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL822,FL9929,4,"['pytorch', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL220,FL1629,2,"['javascript', 'indesign', 'editing']",Implementing CI/CD pipelines for enterprise web applications.
CL1047,FL4423,4,"['bim', 'virtual-assistant']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1740,FL7324,5,"['localization', 'email-marketing', 'creative-writing', 'branding', 'node']",Developing a scalable e-commerce platform with integrated payment gateways.
CL262,FL7332,1,"['sql', 'llm', 'photoshop', 'adobe-xd']",Migrating legacy systems to AWS cloud infrastructure.
CL704,FL711,1,"['quickbooks', 'ocr', 'angular', 'keras', 'indesign']",Building a secure mobile banking app for Android and iOS.
CL1547,FL4827,1,"['video-editing', 'copywriting', 'solidworks', 'technical-writing', 'devops']",Developing a scalable e-commerce platform with integrated payment gateways.
CL931,FL3931,3,"['java', 'content-marketing', 'bookkeeping']",Building a secure mobile banking app for Android and iOS.
CL922,FL1378,2,"['bookkeeping', 'data-annotation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1961,FL6689,2,"['c#', 'indesign', 'angular']",Implementing CI/CD pipelines for enterprise web applications.
CL397,FL9395,5,"['bim', 'proofreading', 'branding', 'java']",Designing RESTful APIs and microservices for SaaS solutions.
CL255,FL6927,5,"['financial-analysis', 'c#', 'flask']",Migrating legacy systems to AWS cloud infrastructure.
CL1963,FL8323,3,"['seo', 'autocad', 'affiliate-marketing', 'c++']",Implementing CI/CD pipelines for enterprise web applications.
CL458,FL8403,2,"['localization', '3d-modeling', 'django', 'content-marketing', 'smm']",Migrating legacy systems to AWS cloud infrastructure.
CL1353,FL8886,4,"['lead-generation', 'bash', 'deep-learning']",Implementing CI/CD pipelines for enterprise web applications.
CL971,FL3257,4,"['live-chat-support', 'seo', 'autocad']",Managing PPC advertising on Google Ads and optimizing ROI.
CL353,FL9526,2,"['seo', 'php', 'nosql']",Migrating legacy systems to AWS cloud infrastructure.
CL1028,FL6219,2,"['solidworks', 'rust', 'storyboarding']",Migrating legacy systems to AWS cloud infrastructure.
CL1296,FL8536,2,"['3d-rendering', '3d-modeling']",Implementing CI/CD pipelines for enterprise web applications.
CL279,FL9735,4,"['bash', 'financial-analysis', 'devops']",Migrating legacy systems to AWS cloud infrastructure.
CL1333,FL5386,1,"['c#', 'video-editing', 'technical-writing']",Building a secure mobile banking app for Android and iOS.
CL1680,FL8237,5,"['branding', 'financial-analysis', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1540,FL3901,3,"['tensorflow', 'copywriting', 'virtual-assistant']",Developing a scalable e-commerce platform with integrated payment gateways.
CL225,FL2896,3,"['affiliate-marketing', 'linux', 'typescript']",Migrating legacy systems to AWS cloud infrastructure.
CL330,FL8745,5,"['django', 'quickbooks', 'nlp']",Managing data entry and CRM updates for a sales team.
CL1004,FL1704,2,"['bim', 'creative-writing']",Building a secure mobile banking app for Android and iOS.
CL1252,FL6676,1,"['blog-writing', 'prompt-engineering', 'c#']",Migrating legacy systems to AWS cloud infrastructure.
CL565,FL9091,3,"['swift', 'css', 'react', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL560,FL4893,4,"['nosql', 'devops', 'etl']",Building a secure mobile banking app for Android and iOS.
CL301,FL8923,3,"['c#', 'java', 'copywriting']",Implementing CI/CD pipelines for enterprise web applications.
CL1092,FL5494,4,"['html', 'creative-writing', 'ppc']",Migrating legacy systems to AWS cloud infrastructure.
CL1307,FL3624,1,"['react', 'php', 'creative-writing', 'sql', 'translation']",Migrating legacy systems to AWS cloud infrastructure.
CL220,FL3558,3,"['revit', 'seo', 'virtual-assistant', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL710,FL5056,4,"['seo', 'ruby', 'deep-learning', 'illustrator', 'ppc']",Implementing CI/CD pipelines for enterprise web applications.
CL220,FL42,5,"['animation', 'tensorflow']",Implementing CI/CD pipelines for enterprise web applications.
CL457,FL9371,2,"['chatbot', 'figma', 'c++']",Migrating legacy systems to AWS cloud infrastructure.
CL1582,FL8097,3,"['smm', 'bash', 'python']",Building a secure mobile banking app for Android and iOS.
CL1562,FL6489,3,"['3d-modeling', 'excel', 'content-marketing', 'cv']",Designing RESTful APIs and microservices for SaaS solutions.
CL171,FL2170,2,"['devops', 'illustrator', 'video-editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL49,FL1062,2,"['indesign', 'django', 'pytorch']",Migrating legacy systems to AWS cloud infrastructure.
CL1974,FL8270,1,"['ppc', 'c++', 'financial-analysis']",Designing RESTful APIs and microservices for SaaS solutions.
CL1970,FL9258,4,"['node', 'nosql', 'lead-generation', 'linux', 'angular']",Implementing CI/CD pipelines for enterprise web applications.
CL34,FL3998,3,"['technical-writing', 'linux', 'ocr', 'css', 'flask']",Designing RESTful APIs and microservices for SaaS solutions.
CL1955,FL8033,5,"['3d-rendering', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL1166,FL9647,2,"['resume-writing', 'docker']",Building a secure mobile banking app for Android and iOS.
CL1267,FL8703,1,"['logo-design', 'solidworks', 'crm', 'translation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1671,FL8152,2,"['django', 'virtual-assistant', 'smm']",Designing RESTful APIs and microservices for SaaS solutions.
CL264,FL7284,2,"['adobe-xd', 'order-processing', 'prompt-engineering', 'calendar-management']",Designing RESTful APIs and microservices for SaaS solutions.
CL114,FL3265,3,"['revit', 'bim', 'blog-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1599,FL5974,5,"['excel', 'azure', 'html']",Migrating legacy systems to AWS cloud infrastructure.
CL145,FL1033,3,"['tensorflow', 'keras', 'excel', 'css', 'financial-analysis']",Developing a scalable e-commerce platform with integrated payment gateways.
CL191,FL7594,2,"['docker', 'affiliate-marketing', 'etl', 'html']",Implementing CI/CD pipelines for enterprise web applications.
CL1274,FL4035,4,"['customer-support', 'sql', 'logo-design', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL1198,FL5696,1,"['react', 'aws']",Developing a scalable e-commerce platform with integrated payment gateways.
CL578,FL4110,2,"['html', 'prompt-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL853,FL4049,2,"['animation', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1870,FL9932,3,"['java', 'video-editing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1270,FL8665,2,"['machine-learning', 'email-marketing', 'storyboarding']",Implementing CI/CD pipelines for enterprise web applications.
CL1152,FL368,3,"['django', 'ocr', 'python']",Designing RESTful APIs and microservices for SaaS solutions.
CL1789,FL9974,1,"['3d-modeling', 'figma', 'pytorch']",Building a secure mobile banking app for Android and iOS.
CL884,FL6827,2,"['resume-writing', 'quickbooks']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1529,FL468,1,"['sql', 'ppc', 'blog-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL259,FL8103,1,"['photoshop', 'payroll']",Developing a scalable e-commerce platform with integrated payment gateways.
CL12,FL8180,5,"['ui-ux', 'rust']",Implementing CI/CD pipelines for enterprise web applications.
CL620,FL7734,1,"['java', 'react', 'payroll', 'adobe-xd', 'lead-generation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1192,FL6769,1,"['excel', 'smm', 'ruby', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL104,FL5231,3,"['node', 'tax-preparation', 'pytorch', 'data-annotation']",Designing RESTful APIs and microservices for SaaS solutions.
CL286,FL7888,2,"['c#', '3d-modeling', 'customer-support']",Migrating legacy systems to AWS cloud infrastructure.
CL969,FL2773,1,"['docker', 'llm', 'chatbot', 'revit']",Developing a scalable e-commerce platform with integrated payment gateways.
CL987,FL5096,4,"['adobe-xd', 'resume-writing', 'storyboarding']",Implementing CI/CD pipelines for enterprise web applications.
CL1864,FL535,3,"['customer-support', 'calendar-management']",Building a secure mobile banking app for Android and iOS.
CL1859,FL9355,5,"['crm-support', 'devops', 'llm', 'c#']",Building a secure mobile banking app for Android and iOS.
CL1797,FL4088,5,"['seo', 'nlp', 'translation', 'data-entry', 'smm']",Migrating legacy systems to AWS cloud infrastructure.
CL972,FL5588,4,"['email-marketing', 'bash', 'calendar-management']",Implementing CI/CD pipelines for enterprise web applications.
CL334,FL2866,2,"['node', 'azure', 'devops', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.
CL826,FL9785,1,"['llm', 'linux']",Migrating legacy systems to AWS cloud infrastructure.
CL1685,FL7870,5,"['docker', 'bash']",Migrating legacy systems to AWS cloud infrastructure.
CL659,FL1132,3,"['linux', 'go', 'payroll']",Implementing CI/CD pipelines for enterprise web applications.
CL1085,FL7853,2,"['llm', 'order-processing', 'copywriting']",Implementing CI/CD pipelines for enterprise web applications.
CL467,FL7819,1,"['lead-generation', 'node', 'angular']",Building a secure mobile banking app for Android and iOS.
CL35,FL1559,1,"['speech-recognition', 'bim', 'logo-design', 'flask']",Developing a scalable e-commerce platform with integrated payment gateways.
CL744,FL5444,4,"['calendar-management', 'bash', 'logo-design']",Implementing CI/CD pipelines for enterprise web applications.
CL26,FL2123,3,"['spark', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL255,FL6128,1,"['deep-learning', 'kubernetes', 'spark', 'chatbot']",Implementing CI/CD pipelines for enterprise web applications.
CL1109,FL6733,2,"['payroll', 'lead-generation', 'illustrator']",Building a secure mobile banking app for Android and iOS.
